selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition
21,near-aligned,near-anchor,4,2,1,75 and 100,77
21,near-aligned,near-anchor,4,1,1,100,78
21,aligned,near-anchor,4,0,1,100,79
22,aligned,near-anchor,3,0,2,0,0
22,near-aligned,near-anchor,3,1,2,0,1
22,near-aligned,near-anchor,3,1,2,25,2
22,aligned,near-anchor,3,0,2,25,3
22,near-aligned,near-anchor,3,2,2,25,5
22,near-aligned,near-anchor,3,3,2,25,6
22,near-aligned,near-anchor,3,4,2,25,7
22,far-from-aligned,near-anchor,3,5,2,25,8
22,far-from-aligned,near-anchor,3,6,2,25,9
22,far-from-aligned,near-anchor,3,7,2,25,10
22,far-from-aligned,near-anchor,3,8,2,25,11
22,far-from-aligned,near-anchor,3,9,2,25,12
22,far-from-aligned,near-anchor,3,10,2,25,13
22,far-from-aligned,near-anchor,3,11,2,25 and 25,14
22,far-from-aligned,near-anchor,3,10,2,25,15
22,far-from-aligned,near-anchor,3,9,2,25,16
22,far-from-aligned,near-anchor,3,8,2,25,17
22,far-from-aligned,near-anchor,3,7,2,25,18
22,far-from-aligned,near-anchor,3,6,2,25,19
22,far-from-aligned,near-anchor,3,5,2,25,20
22,near-aligned,near-anchor,3,4,2,25,21
22,near-aligned,near-anchor,3,3,2,25,22
22,near-aligned,near-anchor,3,2,2,25,23
22,near-aligned,near-anchor,3,1,2,25,24
22,aligned,near-anchor,3,0,2,25,25
22,near-aligned,near-anchor,3,1,2,50,27
22,aligned,near-anchor,3,0,2,50,28
22,near-aligned,near-anchor,3,2,2,50,30
22,near-aligned,near-anchor,3,3,2,50,31
22,near-aligned,near-anchor,3,4,2,50,32
22,far-from-aligned,near-anchor,3,5,2,50,33
22,far-from-aligned,near-anchor,3,6,2,50,34
22,far-from-aligned,near-anchor,3,7,2,50,35
22,far-from-aligned,near-anchor,3,8,2,50,36
22,far-from-aligned,near-anchor,3,9,2,50,37
22,far-from-aligned,near-anchor,3,10,2,50,38
22,far-from-aligned,near-anchor,3,11,2,50 and 50,39
22,far-from-aligned,near-anchor,3,10,2,50,40
22,far-from-aligned,near-anchor,3,9,2,50,41
22,far-from-aligned,near-anchor,3,8,2,50,42
22,far-from-aligned,near-anchor,3,7,2,50,43
22,far-from-aligned,near-anchor,3,6,2,50,44
22,far-from-aligned,near-anchor,3,5,2,50,45
22,near-aligned,near-anchor,3,4,2,50,46
22,near-aligned,near-anchor,3,3,2,50,47
22,near-aligned,near-anchor,3,2,2,50,48
22,near-aligned,near-anchor,3,1,2,50,49
22,aligned,near-anchor,3,0,2,50,50
22,near-aligned,near-anchor,3,1,2,75,52
22,aligned,near-anchor,3,0,2,75,53
22,near-aligned,near-anchor,3,2,2,75,55
22,near-aligned,near-anchor,3,3,2,75,56
22,near-aligned,near-anchor,3,4,2,75,57
22,far-from-aligned,near-anchor,3,5,2,75,58
22,far-from-aligned,near-anchor,3,6,2,75,59
22,far-from-aligned,near-anchor,3,7,2,75,60
22,far-from-aligned,near-anchor,3,8,2,75,61
22,far-from-aligned,near-anchor,3,9,2,75,62
22,far-from-aligned,near-anchor,3,10,2,75,63
22,far-from-aligned,near-anchor,3,11,2,75 and 75,64
22,far-from-aligned,near-anchor,3,10,2,75,65
22,far-from-aligned,near-anchor,3,9,2,75,66
22,far-from-aligned,near-anchor,3,8,2,75,67
22,far-from-aligned,near-anchor,3,7,2,75,68
22,far-from-aligned,near-anchor,3,6,2,75,69
22,far-from-aligned,near-anchor,3,5,2,75,70
22,near-aligned,near-anchor,3,4,2,75,71
22,near-aligned,near-anchor,3,3,2,75,72
22,near-aligned,near-anchor,3,2,2,75,73
22,near-aligned,near-anchor,3,1,2,75,74
22,aligned,near-anchor,3,0,2,75,75
22,near-aligned,near-anchor,3,1,2,100,77
22,aligned,near-anchor,3,0,2,100,78
23,aligned,near-anchor,2,0,2,0,0
23,near-aligned,near-anchor,2,1,2,0 and 25,1
23,aligned,near-anchor,2,0,2,25,2
23,near-aligned,near-anchor,2,1,2,25,3
23,near-aligned,near-anchor,2,2,2,25,4
23,near-aligned,near-anchor,2,3,2,25,5
23,near-aligned,near-anchor,2,4,2,25,6
23,far-from-aligned,near-anchor,2,5,2,25,7
23,far-from-aligned,near-anchor,2,6,2,25,8
23,far-from-aligned,near-anchor,2,7,2,25,9
23,far-from-aligned,near-anchor,2,8,2,25,10
23,far-from-aligned,near-anchor,2,9,2,25,11
23,far-from-aligned,near-anchor,2,10,2,25,12
23,far-from-aligned,near-anchor,2,11,2,25,13
23,far-from-aligned,near-anchor,2,11,2,25,14
23,far-from-aligned,near-anchor,2,10,2,25,15
23,far-from-aligned,near-anchor,2,9,2,25,16
23,far-from-aligned,near-anchor,2,8,2,25,17
23,far-from-aligned,near-anchor,2,7,2,25,18
23,far-from-aligned,near-anchor,2,6,2,25,19
23,far-from-aligned,near-anchor,2,5,2,25,20
23,near-aligned,near-anchor,2,4,2,25,21
23,near-aligned,near-anchor,2,3,2,25,22
23,near-aligned,near-anchor,2,2,2,25,23
23,near-aligned,near-anchor,2,1,2,25,24
23,aligned,near-anchor,2,0,2,25,25
23,near-aligned,near-anchor,2,1,2,25 and 50,26
23,aligned,near-anchor,2,0,2,50,27
23,near-aligned,near-anchor,2,1,2,50,28
23,near-aligned,near-anchor,2,2,2,50,29
23,near-aligned,near-anchor,2,3,2,50,30
23,near-aligned,near-anchor,2,4,2,50,31
23,far-from-aligned,near-anchor,2,5,2,50,32
23,far-from-aligned,near-anchor,2,6,2,50,33
23,far-from-aligned,near-anchor,2,7,2,50,34
23,far-from-aligned,near-anchor,2,8,2,50,35
23,far-from-aligned,near-anchor,2,9,2,50,36
23,far-from-aligned,near-anchor,2,10,2,50,37
23,far-from-aligned,near-anchor,2,11,2,50,38
23,far-from-aligned,near-anchor,2,11,2,50,39
23,far-from-aligned,near-anchor,2,10,2,50,40
23,far-from-aligned,near-anchor,2,9,2,50,41
23,far-from-aligned,near-anchor,2,8,2,50,42
23,far-from-aligned,near-anchor,2,7,2,50,43
23,far-from-aligned,near-anchor,2,6,2,50,44
23,far-from-aligned,near-anchor,2,5,2,50,45
23,near-aligned,near-anchor,2,4,2,50,46
23,near-aligned,near-anchor,2,3,2,50,47
23,near-aligned,near-anchor,2,2,2,50,48
23,near-aligned,near-anchor,2,1,2,50,49
23,aligned,near-anchor,2,0,2,50,50
23,near-aligned,near-anchor,2,1,2,50 and 75,51
23,aligned,near-anchor,2,0,2,75,52
23,near-aligned,near-anchor,2,1,2,75,53
23,near-aligned,near-anchor,2,2,2,75,54
23,near-aligned,near-anchor,2,3,2,75,55
23,near-aligned,near-anchor,2,4,2,75,56
23,far-from-aligned,near-anchor,2,5,2,75,57
23,far-from-aligned,near-anchor,2,6,2,75,58
23,far-from-aligned,near-anchor,2,7,2,75,59
23,far-from-aligned,near-anchor,2,8,2,75,60
23,far-from-aligned,near-anchor,2,9,2,75,61
23,far-from-aligned,near-anchor,2,10,2,75,62
23,far-from-aligned,near-anchor,2,11,2,75,63
23,far-from-aligned,near-anchor,2,11,2,75,64
23,far-from-aligned,near-anchor,2,10,2,75,65
23,far-from-aligned,near-anchor,2,9,2,75,66
23,far-from-aligned,near-anchor,2,8,2,75,67
23,far-from-aligned,near-anchor,2,7,2,75,68
23,far-from-aligned,near-anchor,2,6,2,75,69
23,far-from-aligned,near-anchor,2,5,2,75,70
23,near-aligned,near-anchor,2,4,2,75,71
23,near-aligned,near-anchor,2,3,2,75,72
23,near-aligned,near-anchor,2,2,2,75,73
23,near-aligned,near-anchor,2,1,2,75,74
23,aligned,near-anchor,2,0,2,75,75
23,near-aligned,near-anchor,2,1,2,75 and 100,76
23,aligned,near-anchor,2,0,2,100,77
24,aligned,near-anchor,1,0,1,0,0
24,aligned,near-anchor,1,0,1,25,1
24,near-aligned,near-anchor,1,1,1,25,2
24,near-aligned,near-anchor,1,2,1,25,3
24,near-aligned,near-anchor,1,3,1,25,4
24,near-aligned,near-anchor,1,4,1,25,5
24,far-from-aligned,near-anchor,1,5,1,25,6
24,far-from-aligned,near-anchor,1,6,1,25,7
24,far-from-aligned,near-anchor,1,7,1,25,8
24,far-from-aligned,near-anchor,1,8,1,25,9
24,far-from-aligned,near-anchor,1,9,1,25,10
24,far-from-aligned,near-anchor,1,10,1,25,11
24,far-from-aligned,near-anchor,1,11,1,25,12
24,far-from-aligned,near-anchor,1,12,1,25 and 25,13
24,far-from-aligned,near-anchor,1,11,1,25,14
24,far-from-aligned,near-anchor,1,10,1,25,15
24,far-from-aligned,near-anchor,1,9,1,25,16
24,far-from-aligned,near-anchor,1,8,1,25,17
24,far-from-aligned,near-anchor,1,7,1,25,18
24,far-from-aligned,near-anchor,1,6,1,25,19
24,far-from-aligned,near-anchor,1,5,1,25,20
24,near-aligned,near-anchor,1,4,1,25,21
24,near-aligned,near-anchor,1,3,1,25,22
24,near-aligned,near-anchor,1,2,1,25,23
24,near-aligned,near-anchor,1,1,1,25,24
24,aligned,near-anchor,1,0,1,25,25
24,aligned,near-anchor,1,0,1,50,26
24,near-aligned,near-anchor,1,1,1,50,27
24,near-aligned,near-anchor,1,2,1,50,28
24,near-aligned,near-anchor,1,3,1,50,29
24,near-aligned,near-anchor,1,4,1,50,30
24,far-from-aligned,near-anchor,1,5,1,50,31
24,far-from-aligned,near-anchor,1,6,1,50,32
24,far-from-aligned,near-anchor,1,7,1,50,33
24,far-from-aligned,near-anchor,1,8,1,50,34
24,far-from-aligned,near-anchor,1,9,1,50,35
24,far-from-aligned,near-anchor,1,10,1,50,36
24,far-from-aligned,near-anchor,1,11,1,50,37
24,far-from-aligned,near-anchor,1,12,1,50 and 50,38
24,far-from-aligned,near-anchor,1,11,1,50,39
24,far-from-aligned,near-anchor,1,10,1,50,40
24,far-from-aligned,near-anchor,1,9,1,50,41
24,far-from-aligned,near-anchor,1,8,1,50,42
24,far-from-aligned,near-anchor,1,7,1,50,43
24,far-from-aligned,near-anchor,1,6,1,50,44
24,far-from-aligned,near-anchor,1,5,1,50,45
24,near-aligned,near-anchor,1,4,1,50,46
24,near-aligned,near-anchor,1,3,1,50,47
24,near-aligned,near-anchor,1,2,1,50,48
24,near-aligned,near-anchor,1,1,1,50,49
24,aligned,near-anchor,1,0,1,50,50
24,aligned,near-anchor,1,0,1,75,51
24,near-aligned,near-anchor,1,1,1,75,52
24,near-aligned,near-anchor,1,2,1,75,53
24,near-aligned,near-anchor,1,3,1,75,54
24,near-aligned,near-anchor,1,4,1,75,55
24,far-from-aligned,near-anchor,1,5,1,75,56
24,far-from-aligned,near-anchor,1,6,1,75,57
24,far-from-aligned,near-anchor,1,7,1,75,58
24,far-from-aligned,near-anchor,1,8,1,75,59
24,far-from-aligned,near-anchor,1,9,1,75,60
24,far-from-aligned,near-anchor,1,10,1,75,61
24,far-from-aligned,near-anchor,1,11,1,75,62
24,far-from-aligned,near-anchor,1,12,1,75 and 75,63
24,far-from-aligned,near-anchor,1,11,1,75,64
24,far-from-aligned,near-anchor,1,10,1,75,65
24,far-from-aligned,near-anchor,1,9,1,75,66
24,far-from-aligned,near-anchor,1,8,1,75,67
24,far-from-aligned,near-anchor,1,7,1,75,68
24,far-from-aligned,near-anchor,1,6,1,75,69
24,far-from-aligned,near-anchor,1,5,1,75,70
24,near-aligned,near-anchor,1,4,1,75,71
24,near-aligned,near-anchor,1,3,1,75,72
24,near-aligned,near-anchor,1,2,1,75,73
24,near-aligned,near-anchor,1,1,1,75,74
24,aligned,near-anchor,1,0,1,75,75
24,aligned,near-anchor,1,0,1,100,76
25,aligned,anchor,0,0,0,0 and 25,0
25,near-aligned,anchor,0,1,0,0 and 25,1
25,near-aligned,anchor,0,2,0,0 and 25,2
25,near-aligned,anchor,0,3,0,0 and 25,3
25,near-aligned,anchor,0,4,0,0 and 25,4
25,far-from-aligned,anchor,0,5,0,0 and 25,5
25,far-from-aligned,anchor,0,6,0,0 and 25,6
25,far-from-aligned,anchor,0,7,0,0 and 25,7
25,far-from-aligned,anchor,0,8,0,0 and 25,8
25,far-from-aligned,anchor,0,9,0,0 and 25,9
25,far-from-aligned,anchor,0,10,0,0 and 25,10
25,far-from-aligned,anchor,0,11,0,0 and 25,11
25,far-from-aligned,anchor,0,12,0,0 and 25,12
25,far-from-aligned,anchor,0,12,0,25 and 50,13
25,far-from-aligned,anchor,0,11,0,25 and 50,14
25,far-from-aligned,anchor,0,10,0,25 and 50,15
25,far-from-aligned,anchor,0,9,0,25 and 50,16
25,far-from-aligned,anchor,0,8,0,25 and 50,17
25,far-from-aligned,anchor,0,7,0,25 and 50,18
25,far-from-aligned,anchor,0,6,0,25 and 50,19
25,far-from-aligned,anchor,0,5,0,25 and 50,20
25,near-aligned,anchor,0,4,0,25 and 50,21
25,near-aligned,anchor,0,3,0,25 and 50,22
25,near-aligned,anchor,0,2,0,25 and 50,23
25,near-aligned,anchor,0,1,0,25 and 50,24
25,aligned,anchor,0,0,0,25 and 50,25
25,far-from-aligned,anchor,0,12,0,50 and 75,38
25,far-from-aligned,anchor,0,11,0,50 and 75,39
25,far-from-aligned,anchor,0,10,0,50 and 75,40
25,far-from-aligned,anchor,0,9,0,50 and 75,41
25,far-from-aligned,anchor,0,8,0,50 and 75,42
25,far-from-aligned,anchor,0,7,0,50 and 75,43
25,far-from-aligned,anchor,0,6,0,50 and 75,44
25,far-from-aligned,anchor,0,5,0,50 and 75,45
25,near-aligned,anchor,0,4,0,50 and 75,46
25,near-aligned,anchor,0,3,0,50 and 75,47
25,near-aligned,anchor,0,2,0,50 and 75,48
25,near-aligned,anchor,0,1,0,50 and 75,49
25,aligned,anchor,0,0,0,50 and 75,50
25,far-from-aligned,anchor,0,12,0,75 and 100,63
25,far-from-aligned,anchor,0,11,0,75 and 100,64
25,far-from-aligned,anchor,0,10,0,75 and 100,65
25,far-from-aligned,anchor,0,9,0,75 and 100,66
25,far-from-aligned,anchor,0,8,0,75 and 100,67
25,far-from-aligned,anchor,0,7,0,75 and 100,68
25,far-from-aligned,anchor,0,6,0,75 and 100,69
25,far-from-aligned,anchor,0,5,0,75 and 100,70
25,near-aligned,anchor,0,4,0,75 and 100,71
25,near-aligned,anchor,0,3,0,75 and 100,72
25,near-aligned,anchor,0,2,0,75 and 100,73
25,near-aligned,anchor,0,1,0,75 and 100,74
25,aligned,anchor,0,0,0,75 and 100,75
26,aligned,near-anchor,1,0,1,0,0
26,near-aligned,near-anchor,1,1,1,0,1
26,near-aligned,near-anchor,1,2,1,0,2
26,near-aligned,near-anchor,1,3,1,0,3
26,near-aligned,near-anchor,1,4,1,0,4
26,far-from-aligned,near-anchor,1,5,1,0,5
26,far-from-aligned,near-anchor,1,6,1,0,6
26,far-from-aligned,near-anchor,1,7,1,0,7
26,far-from-aligned,near-anchor,1,8,1,0,8
26,far-from-aligned,near-anchor,1,9,1,0,9
26,far-from-aligned,near-anchor,1,10,1,0,10
26,far-from-aligned,near-anchor,1,11,1,0,11
26,far-from-aligned,near-anchor,1,12,1,0 and 50,12
26,far-from-aligned,near-anchor,1,11,1,50,13
26,far-from-aligned,near-anchor,1,10,1,50,14
26,far-from-aligned,near-anchor,1,9,1,50,15
26,far-from-aligned,near-anchor,1,8,1,50,16
26,far-from-aligned,near-anchor,1,7,1,50,17
26,far-from-aligned,near-anchor,1,6,1,50,18
26,far-from-aligned,near-anchor,1,5,1,50,19
26,near-aligned,near-anchor,1,4,1,50,20
26,near-aligned,near-anchor,1,3,1,50,21
26,near-aligned,near-anchor,1,2,1,50,22
26,near-aligned,near-anchor,1,1,1,50,23
26,aligned,near-anchor,1,0,1,50,24
26,aligned,near-anchor,1,0,1,25,25
26,near-aligned,near-anchor,1,1,1,25,26
26,near-aligned,near-anchor,1,2,1,25,27
26,near-aligned,near-anchor,1,3,1,25,28
26,near-aligned,near-anchor,1,4,1,25,29
26,far-from-aligned,near-anchor,1,5,1,25,30
26,far-from-aligned,near-anchor,1,6,1,25,31
26,far-from-aligned,near-anchor,1,7,1,25,32
26,far-from-aligned,near-anchor,1,8,1,25,33
26,far-from-aligned,near-anchor,1,9,1,25,34
26,far-from-aligned,near-anchor,1,10,1,25,35
26,far-from-aligned,near-anchor,1,11,1,25,36
26,far-from-aligned,near-anchor,1,12,1,25 and 75,37
26,far-from-aligned,near-anchor,1,11,1,75,38
26,far-from-aligned,near-anchor,1,10,1,75,39
26,far-from-aligned,near-anchor,1,9,1,75,40
26,far-from-aligned,near-anchor,1,8,1,75,41
26,far-from-aligned,near-anchor,1,7,1,75,42
26,far-from-aligned,near-anchor,1,6,1,75,43
26,far-from-aligned,near-anchor,1,5,1,75,44
26,near-aligned,near-anchor,1,4,1,75,45
26,near-aligned,near-anchor,1,3,1,75,46
26,near-aligned,near-anchor,1,2,1,75,47
26,near-aligned,near-anchor,1,1,1,75,48
26,aligned,near-anchor,1,0,1,75,49
26,aligned,near-anchor,1,0,1,50,50
26,near-aligned,near-anchor,1,1,1,50,51
26,near-aligned,near-anchor,1,2,1,50,52
26,near-aligned,near-anchor,1,3,1,50,53
26,near-aligned,near-anchor,1,4,1,50,54
26,far-from-aligned,near-anchor,1,5,1,50,55
26,far-from-aligned,near-anchor,1,6,1,50,56
26,far-from-aligned,near-anchor,1,7,1,50,57
26,far-from-aligned,near-anchor,1,8,1,50,58
26,far-from-aligned,near-anchor,1,9,1,50,59
26,far-from-aligned,near-anchor,1,10,1,50,60
26,far-from-aligned,near-anchor,1,11,1,50,61
26,far-from-aligned,near-anchor,1,12,1,50 and 100,62
26,far-from-aligned,near-anchor,1,11,1,100,63
26,far-from-aligned,near-anchor,1,10,1,100,64
26,far-from-aligned,near-anchor,1,9,1,100,65
26,far-from-aligned,near-anchor,1,8,1,100,66
26,far-from-aligned,near-anchor,1,7,1,100,67
26,far-from-aligned,near-anchor,1,6,1,100,68
26,far-from-aligned,near-anchor,1,5,1,100,69
26,near-aligned,near-anchor,1,4,1,100,70
26,near-aligned,near-anchor,1,3,1,100,71
26,near-aligned,near-anchor,1,2,1,100,72
26,near-aligned,near-anchor,1,1,1,100,73
26,aligned,near-anchor,1,0,1,100,74
27,aligned,near-anchor,2,0,2,0,0
27,near-aligned,near-anchor,2,1,2,0,1
27,near-aligned,near-anchor,2,2,2,0,2
27,near-aligned,near-anchor,2,3,2,0,3
27,near-aligned,near-anchor,2,4,2,0,4
27,far-from-aligned,near-anchor,2,5,2,0,5
27,far-from-aligned,near-anchor,2,6,2,0,6
27,far-from-aligned,near-anchor,2,7,2,0,7
27,far-from-aligned,near-anchor,2,8,2,0,8
27,far-from-aligned,near-anchor,2,9,2,0,9
27,far-from-aligned,near-anchor,2,10,2,0,10
27,far-from-aligned,near-anchor,2,11,2,0,11
27,far-from-aligned,near-anchor,2,11,2,50,12
27,far-from-aligned,near-anchor,2,10,2,50,13
27,far-from-aligned,near-anchor,2,9,2,50,14
27,far-from-aligned,near-anchor,2,8,2,50,15
27,far-from-aligned,near-anchor,2,7,2,50,16
27,far-from-aligned,near-anchor,2,6,2,50,17
27,far-from-aligned,near-anchor,2,5,2,50,18
27,near-aligned,near-anchor,2,4,2,50,19
27,near-aligned,near-anchor,2,3,2,50,20
27,near-aligned,near-anchor,2,2,2,50,21
27,near-aligned,near-anchor,2,1,2,50,22
27,aligned,near-anchor,2,0,2,50,23
27,near-aligned,near-anchor,2,1,2,25 and 50,24
27,aligned,near-anchor,2,0,2,25,25
27,near-aligned,near-anchor,2,1,2,25,26
27,near-aligned,near-anchor,2,2,2,25,27
27,near-aligned,near-anchor,2,3,2,25,28
27,near-aligned,near-anchor,2,4,2,25,29
27,far-from-aligned,near-anchor,2,5,2,25,30
27,far-from-aligned,near-anchor,2,6,2,25,31
27,far-from-aligned,near-anchor,2,7,2,25,32
27,far-from-aligned,near-anchor,2,8,2,25,33
27,far-from-aligned,near-anchor,2,9,2,25,34
27,far-from-aligned,near-anchor,2,10,2,25,35
27,far-from-aligned,near-anchor,2,11,2,25,36
27,far-from-aligned,near-anchor,2,11,2,75,37
27,far-from-aligned,near-anchor,2,10,2,75,38
27,far-from-aligned,near-anchor,2,9,2,75,39
27,far-from-aligned,near-anchor,2,8,2,75,40
27,far-from-aligned,near-anchor,2,7,2,75,41
27,far-from-aligned,near-anchor,2,6,2,75,42
27,far-from-aligned,near-anchor,2,5,2,75,43
27,near-aligned,near-anchor,2,4,2,75,44
27,near-aligned,near-anchor,2,3,2,75,45
27,near-aligned,near-anchor,2,2,2,75,46
27,near-aligned,near-anchor,2,1,2,75,47
27,aligned,near-anchor,2,0,2,75,48
27,near-aligned,near-anchor,2,1,2,50 and 75,49
27,aligned,near-anchor,2,0,2,50,50
27,near-aligned,near-anchor,2,1,2,50,51
27,near-aligned,near-anchor,2,2,2,50,52
27,near-aligned,near-anchor,2,3,2,50,53
27,near-aligned,near-anchor,2,4,2,50,54
27,far-from-aligned,near-anchor,2,5,2,50,55
27,far-from-aligned,near-anchor,2,6,2,50,56
27,far-from-aligned,near-anchor,2,7,2,50,57
27,far-from-aligned,near-anchor,2,8,2,50,58
27,far-from-aligned,near-anchor,2,9,2,50,59
27,far-from-aligned,near-anchor,2,10,2,50,60
27,far-from-aligned,near-anchor,2,11,2,50,61
27,far-from-aligned,near-anchor,2,11,2,100,62
27,far-from-aligned,near-anchor,2,10,2,100,63
27,far-from-aligned,near-anchor,2,9,2,100,64
27,far-from-aligned,near-anchor,2,8,2,100,65
27,far-from-aligned,near-anchor,2,7,2,100,66
27,far-from-aligned,near-anchor,2,6,2,100,67
27,far-from-aligned,near-anchor,2,5,2,100,68
27,near-aligned,near-anchor,2,4,2,100,69
27,near-aligned,near-anchor,2,3,2,100,70
27,near-aligned,near-anchor,2,2,2,100,71
27,near-aligned,near-anchor,2,1,2,100,72
27,aligned,near-anchor,2,0,2,100,73
28,aligned,near-anchor,3,0,2,0,0
28,near-aligned,near-anchor,3,1,2,0,1
28,near-aligned,near-anchor,3,2,2,0,2
28,near-aligned,near-anchor,3,3,2,0,3
28,near-aligned,near-anchor,3,4,2,0,4
28,far-from-aligned,near-anchor,3,5,2,0,5
28,far-from-aligned,near-anchor,3,6,2,0,6
28,far-from-aligned,near-anchor,3,7,2,0,7
28,far-from-aligned,near-anchor,3,8,2,0,8
28,far-from-aligned,near-anchor,3,9,2,0,9
28,far-from-aligned,near-anchor,3,10,2,0,10
28,far-from-aligned,near-anchor,3,11,2,0 and 50,11
28,far-from-aligned,near-anchor,3,10,2,50,12
28,far-from-aligned,near-anchor,3,9,2,50,13
28,far-from-aligned,near-anchor,3,8,2,50,14
28,far-from-aligned,near-anchor,3,7,2,50,15
